obs,exp
111,115
125,127
117,106
120.5,121
123,123
158,155
133.5,130
121,122
111.5,109
106.5,104
122,121
120,120
122.5,124
121.5,122
106.5,108
155,160
128,126
122.5,121
103.5,103
114.5,115
130.5,127
133,131
117.5,123
136,135
124,126
167.5,166
117,118
107,107
148,135
116.5,117
125.5,121
124,125
131.5,129
142,133.5
120,118
116.5,112
141.25,132
131,128
124,122
123.5,122
160.5,153
129.5,124
107.5,114
131.5,127
122,121
120,118
123.5,122
122,119
122,119
153.5,141
116.5,108
151,143
114.5,109
126.5,132
123.5,122
131.5,130
127,124
116,119
106.5,104
115.5,111
124,122
117,117
119.5,121
121,112
120.5,121
120,119
139.5,137
135.5,136
138.5,134
122,121
108.5,108
114.5,106
135,135.5
118.5,119
119.5,120
120.5,121
120,120
126.5,124
137.5,127
123,122
106.5,106
138,136
121.75,121
130.75,127
118,109
119,111
129,123
130,123
116,111
125.5,123
136,137
158,159
118.5,121
117.5,112
120,118
138,137
119,119
126,113
129,128
118,119
145.5,132
136,125
132,125
151,147
129.5,130
117.5,119
119.5,123
148,144
119,116
122.5,127
153,139
120.5,116
118,120
124,126
156.5,154
119.5,121
113,109
128.5,123
118,103
133.5,125
125.5,122
99,98
121.5,123
147,147
118,120
118.25,119
122.5,123
142.5,138
104.5,110
118,118
105.5,103
108.5,106
128.5,125
160,149
117,115
126.5,126
140,133
134.5,133
133,133
122.5,122
121,123
118,118
121.5,121
124,122
132,134
158,147
121.5,122
119,120
115.5,112
145.5,127
126.5,126
132.5,126
120.5,115
148,138
109.5,111
107,105
139.5,130
146,137
123,115
119.5,117
114.5,117
153.5,138
99.5,98
123,123
135,127
124.5,131
120,120
119.5,116.5
176.5,179
124,122
122,122
132.5,136
100.5,101
162.5,151
122,119
108.5,115
99.5,99
144,137
154,145
135,129
119.5,122
160.5,160
128.5,127
119,124
122.5,122
138,139
119,120
121.5,121
150.5,136
122.5,121
89,94
132.5,130
133,130
121.5,125
137,136
114.5,106
126,133
89.5,89
124.5,124
113.5,115
115,113
171.5,159
122.5,118
123,123
122,117
126,128
124,123
127,126
118.5,118
158.5,149
156,145
135,128
113,118
113,118
91.5,96
110,109
143.5,137
139,134
141.5,134
119.5,119
114.5,107
159,151
132,125
120.5,125
107.5,106
118.5,115
137.5,134
141.5,136
118,104
122.5,123
134.5,136
123.5,122
117.5,116
109.5,105
119,115
130.5,127
136.5,128
138,142
106.5,108
123.5,123
110,114.5
130.5,129
118.5,117
86,87
141.5,134
123.5,122
121,119
130.5,128
159.5,149
110,107
121,122
116.5,113
138,135
145.5,147.5
111,111
113.5,111
146,139
128.5,125
137,136
131.5,127
135.5,129
133,130
116,119
114.5,108
117.5,119
118,117
124,124
122,116
118.5,119
127,126
134.5,128
108.5,109
144.5,134
137,130
122,123
109,104
115.5,115
109.5,109
116,107
149.5,149
121,116
122,123
148,142
119.5,118
119,111
123,137
133.5,127
142.5,141
99.5,103
151.5,145
130.5,122
145.75,140
111.5,111
134.5,120
120.5,121
120.5,121
115,118
124,125
131.5,124
122.5,126
122,123
109.5,115
153.5,150
114,111
124,124
121.5,116
136,135
141.5,141.5
125,127
111.5,108
122.5,125
116.5,113
107.5,102
125.5,122
141.5,135
113.5,112
158,144
118,116
122,122
130.5,127
116,116
122,121
109.5,107
127.5,124
121.5,123
130,130
161.5,154
131.25,123
107,107
122,118
148,138
114.5,112
124,122
118,120
141,136
98,97
121.5,119
120,124
122.5,119
119.5,120
95.5,97
117.5,119
136.5,130
103,104
122,124
123,119
118,117
120,120
116.5,102
124.5,122
121,122
120.5,119
102.5,107
125,124
115.75,117
144.5,134
116.5,121
120.5,119
137.5,136
101.5,101
117.5,111
132,133
131,127
114,109
136.5,134
97,98
124.5,122
121,119
123,122
109,108
114.5,113
124,121
119.5,117
117.5,119
131.5,127
153.25,137
114.5,117
120,119
117.5,115
107,107
123,122
163,160
130.5,127
126,124
150,138
126,127
130.5,128
93.5,92
118,120
134.5,136
131.5,128
136.5,132
114.5,106
103.5,103
117.5,112
114.5,111
122.5,124
138.5,134
116,108
119,114
125.5,122
125.5,125
110,106
122,119
107,106
114.5,110
132.5,126
161,155
119.5,120
121,120
122,124
124,126
120,120
119,119
130,126
121.5,123
119,116
122,120
121,121
91.5,96
99,99
117.5,115
121.5,123
123,122
133,122
116.5,120
120.5,122
156.5,143
116.5,111
122.5,122
119.5,121
130,127
119,115
129.5,123
152,143
150,143
116,119
115.5,110
116.5,114
163,160
124.5,123
130,127
110.5,112
137,134
135,127
126.5,125
125.5,132
128.5,127
123,122
130,120
140,137
120,121
129,125
106.5,106
144.5,138
100,102
130,127
106.5,108
153,147
117,119
106.5,109
113.5,114
97,99
135,136
128.5,126
128.5,127
121,114
119,113
139,133
137,136
117,109
118.5,120
166.75,161
122.5,124
106.5,109
106.5,108
121.5,122
112.5,111
112.5,112
132,123
122.5,124
135,134
98,103
128.5,124
123.5,126
126.5,130
134,134
118,118
114.5,109
130,127
120.5,122
120,122
93.5,90
149.5,142
119.5,120
121,116
118.5,118
114.5,119
132.5,131
129.5,130
132.5,129
122.5,121
109,116
94,98
169.5,165
130,130
122,125
132.5,129
117.5,119
147.5,139
126,126
152.5,138
120,116
124.5,124
115,113
108,112
126,127
125,122
107.5,112
119.5,117
132,126
134.5,124
139.5,138
122,127
128.5,126
119,108
161,162
112,108
105.5,102
130,132
113,109
103.5,103
114.5,108
113.5,119
112,117
118.5,118
123,125
106,106
153.5,142
132,126
110,111
162.5,148
123,117
122.5,124
111.5,108
135.5,136
159,140
111.5,109
119,106
120.5,125
116,112
120.5,121
122,123
119.5,119
120,115
120.5,120
118.5,119
119.5,129
126,121
123.5,129
121.5,122
122,121
136.5,133
132,129
109.5,108
114,114
117,117
123,119
135.5,132
123,125
105,106
136.5,137
153,145
121.5,120
115,109
139.5,126
155.5,151
151.5,145
132,126
115.5,118
122,121
98,98
120.5,119
122,118
126,125
92.5,91
140.5,134
117.5,111
134,131
121.5,123
122.5,125
120.5,120
130.5,115
124,128
119.5,120
111.5,107
103.5,100
139,128
151.5,139
119.5,122
143.5,149
112,109
130.5,130
126,124
96,97
115.5,110
119.5,123
111.5,104
124,127
171.5,163
125,123
119.5,121
131,127
120,120
131.5,126
154.5,144
123.5,124
119,121
132.5,127
122.5,119
167,158
128.5,124
120,119
115,106
125.5,125
118,126
145.5,136
132,123
112.5,108
117.5,115
133,126
97.5,101
149,145
125.5,124
134,130
121,120
137,139
104.5,107
122,117
132.5,127
110,107
150.5,144
131.5,125
136,134
132.5,127
143.5,134
122.5,122
103.5,110
119.5,120
122,114
121.5,121
120,121
119.5,119
135.5,130
121,120
133,134
141.5,134
120,122
137.5,127
113.5,113
116.5,107
141.5,134
117.5,119
121.5,119
134,132
120.5,109
123.5,122
122.5,119
140.5,126
144,138
124,123
160,155
132,128
123.5,123
122.5,122
139.5,137
119,121
125,123
109,109
135,134
124.5,124
119,113
118,117
116,112
146,146
121.5,120
114,116
118,117
119.5,116
124,122
114.5,108
120.5,120
114.5,118
134,136
121,122
133,127
117.5,118
122,122
119.5,120
146.5,142
147.5,146
91.5,88
123,124
125.5,122
110,104
121.5,121
130.5,126
120,121
134.5,132
136,133
123,123
93.5,101
127.5,123
117.5,111
128.5,123
107.5,106
111.5,114
107.5,106
115.5,114
112.5,107
123,121
124.5,123
134,131
110,106
120,120
146,134
119.5,117
132.25,127
116,119
98.5,104
112.5,111
120.5,121
154.5,144
123.5,123
121.5,119
141.5,132
124.5,119
126.5,127
121.5,123
122,123
114.5,116
151,152
122,123
127,126
105,103
132.5,132
108.5,110
150.5,145
98,97
118,121
164,159
125,123
134.5,131
98.5,94
147.5,137
121.5,122
135,115
154,143
121.5,119
111,101
122,126
122.5,120
106,106
121,120
137.5,134
141.5,141
120,118
137,134
124,123
110.5,113
121,116
117.5,116
119,118
132.5,136
114.5,114
98.5,102
126,127
121,122
136,135
131,129
119.5,118
114,110
117.5,120
160.5,146
114.5,112
105.5,103
103.5,102
112,113
115.5,116
119,120
119,121
132.25,129
122,122
146.5,140
122.5,126
145,140
128.5,127
117.5,119
117,113
141.75,139
112,110
98,100
103,107
142,134
120,121
110,109
111.5,111
114.5,114
132.5,136
98.5,102
110.5,111
138,127
119,115
155,139
114.5,110
129,129
121,120
114.5,111
120.5,122
100.5,99
130,126
147,135
120.5,122
113.5,113
123,121
106.5,111
122.5,122
130,127
105.5,98
142.5,134
108.5,103
122.5,122
99.5,100
156,155
113.5,114
127.5,125
118.5,114
119,119
122,122
139.5,134
135.5,132
112.5,113
132.5,127
123,110
122,122
125.5,124
141.5,133
138,145
120,121
123.5,122
132,135
114,103
118.5,123
113.5,114
127,128
111.5,106
125,127
117.5,113
119.5,116
119.5,120
123,124
121,124
117,120
132,127
118.5,113
108.5,107
117.5,115
112.5,109
131.5,128
84,96
125.5,125
138.5,138
125.5,123
112.5,109
100,99
118,118
118,120
129.5,125
113.5,114
126,123
134,132
115.5,116
111.5,103
119,124
103.5,103
112.5,103
119.5,116
130.5,122
136.5,127
116,108
122.5,126
122.5,122
117.5,120
131,127
98.5,96
99,102
113,105
122,124
121,122
121.5,122
155.5,138
116.5,122
98.5,99
107,106
120,117
137,136
136.5,127
122.5,122
170,164
144,140
108.5,111
134,134
115.5,109
135.5,128
117.5,119
125,124
119.5,115
100,101
133.5,132
109,114
119,120
113.5,101
97,96
160.5,162
117,120
136.5,124
105,105
137,132
116.5,117
121.5,120
116.5,120
120,117
161,158
122.5,124
131.5,127
122,123
127.5,126
118,118
123,125
105,103
122,122
109.5,106
123.5,121
130,130
142.5,139
142.5,135
137,134
106.5,106
120.5,122
116.5,117
132,130
118.5,121
135,132
159,146
116.5,118
122.5,121
122.5,123
135.5,138
102.5,102
112.5,114
130.5,129
122,121
118.5,120
131,131
118.5,113
117,116
109,109
121,121
110.5,109
120.5,118
125,123
124,123
114.5,113
122.5,121
134,128
130,127
116.5,119
124,136
128,123
121.5,122
120,118
124,126
147.5,134
133,132
100,97
114,119
114.5,117
178.5,161
100.5,102
122,115
126.5,124
153.5,145
124,122
125.5,124
121.5,122
126,123
147,139
120.5,117
113.5,116
135,136
108.5,110
134.5,134
141,133
123.5,122
134,128
133.25,127
154,146
155.5,151
135.5,131
105,106
141,143
122,120
116.5,116
126,122
153.5,136
130,130
135.5,131
132.5,129
122.5,121
110.75,112
139,134
119.5,119
104.5,104
119.5,120
139.5,133
184,184
100.5,100
108.5,100
120,120
121.5,120
105.5,103
116.5,113
151.5,139
161.5,159
133,139
129,127
118,112
139.5,135
116.5,114
128.5,127
134,135
142,142
117.75,121
120.5,121
115.5,115
130.25,123
155.5,145
132,132
91.5,90
133.5,126
144,142
139.5,146
107,102
121,120
135.5,144
124,126
123,124
137,135
124,122
120,121
119,109
130.5,125
116.5,111.5
92.5,95
96.5,90
137.5,131
142,141
122.5,118
109,110
119,120
139,131
111.5,108
107.5,107
100,99
119,115
114.5,119
139.5,134
98.75,101
118,118
121,121
129,126
124.5,122
134,126
167.5,162
139.75,144
120.5,122
132,123
120,122
139.5,131
133,126
114.5,121
109.5,101
126.5,126
117,114
162,160
116.5,119
121.5,122
147,146
153.5,151
100,100
138,143.5
109.5,102
126.5,124
108.5,103
132,136
158,150
133,140
111.5,111
122,124
128,121
130,126
124.5,122
107.5,103
135,132
148.5,140
121.5,121
121.5,121
122,121
119.5,113
112.5,111
115,117
131.5,134
113.5,110
113,109
125.5,122
134,133
131.5,124
121.5,111
153,138
127,126
137,136
132,127
119,112
106.5,102
131,127
142.5,144
111.25,103
111.5,111
132,132
126,125
119,122
113,121
118,120
150,137
136,134
131.5,124
89.5,93
121.5,122
131.5,126
117,118
143.5,152
120,122
132.5,122
133.5,135
116.5,121
139,137
124,122
124,127
121,120
132.5,131
116.5,118
112.5,112
131.5,135
99,103
123,122
105,101
137,139
110.5,103.5
154,145
117.5,119
117,119
137,129
159,148
131.5,130
107,104
86,90
106.5,103
148,136
171,162
156,152
119,121
118,114
123,123
135,129
139,137
120.5,117
117.5,118
141,134
109.75,107
158,151
106,109
120,121
152.5,149
120,123
125,124
120,120
126.5,124
113.5,113
118.5,117
125,125
121.5,123
171.5,166
118.5,123
121.5,123
134,134
123,128
113.75,119
144,142
133.5,130
135.5,139
109.5,108
116,117
126.5,121
130.5,130
159.5,158
112.5,107
122.5,119
132.5,124
112,113
131.5,124
156.5,147
144.5,135
113.5,110
133.5,130
103.5,103
149,145
106.5,103
156,150
147,153
152,140
117.5,113
117.5,118
91,91
112,107
113.5,116
134,126
118.5,121
110,106
114.5,115
106.5,106
99,98
111.5,112
123,123
100,103
113,109
99.5,99
122,124
137,136
158,143
108.5,111
111.5,111
118,119
114.5,116
153.5,144
120.5,121
121.5,127
102,103
130.25,127
107,107
109.5,104
121.5,122
161,161
123,123
120.5,119
116,112
151.5,134
110,110
122.5,115
103.5,103
138.5,132
128.5,123
112.5,109
153.5,137
134,130
121.5,122
154.75,141
123,123
119.5,120
119,122
153.5,139
126,128
137.5,137
145,134
119.5,120
106.5,106
135,132
121.5,120
129.5,127
123.5,122
121,123
129,126
151,141
98.5,98
146,136
129,127
121.5,120
134.5,137
131.5,126
119,121
122,120
122,119
148.5,144
149.5,146
141.5,129
121.5,120
118,116
121,124
152.5,139
131.5,124
108.5,111
100.5,102
128,124
117.5,118
107,108
124,120
99.5,99
137.5,141
145,140
121.5,122
116.5,115
119,107
130.5,123
121.25,125
118,121
159,157
117.5,119
134.5,133
143.5,136
120.5,118
99,99
129,137
90,88
160.5,150
106.5,112
140,134
149.5,154
142.5,145
128,125
109,109
115,115
113.5,116
122.5,121
120,122
117.5,117
151.5,160
121.5,120
118.5,121
134.5,130
118.5,117
152.5,140
122.5,123
132.5,131
107,107
132.5,131
140,135
122,120
126,124
124.5,123
147.5,146
105.5,106
117.5,118
119.5,125
116,112
121,121
121,119
112,108
139.5,127
123.5,126
132,127
119,118
134.5,126
116.5,116
135.5,127
114,115
153,146
104,103
136.5,134
115.5,114
112.5,106.5
135.5,132
106.5,107
147.5,144
129,124
129,126
120.5,120
122,125
160.5,159
126,128
141,128
151,145
120.5,122
123.5,126
151,142
117.5,116
131.5,129
126,126
131.5,122
121.5,121
119,116
127.5,126
123,125
130.5,126
126.5,126
94,96
110,108
140.5,135
97.5,98
128,123
109,108
126.5,126
116.5,117
125.5,124
118.5,118
128,125
134.5,125
134.5,132
118.5,120
111.5,114
135.5,131
139,131.5
109.5,106
122,122
93.5,99
98.5,98
125,120
116.5,117
127.5,133
137,130
111.5,109
115.5,115
123,125
120,118
120,120
135.5,135
133.5,130
135,130
135.5,137
123,125
124,128
133,131
158.5,153
125.5,122
114.5,106
158,154
126,123
134,127
158.5,149
110.5,116
119.5,122
131,126
115.5,114
136.5,134
130.5,135
114.5,103
131,123
146.5,136
134.5,126
159.5,153
118,121
115,116
121.5,121
122,123
89.5,87
145.5,140
118,119
137,134
141.5,138
134,133
129.5,123
120,120
123,120
118,112
155,146
110.5,120
120.5,116
127.5,126
124.5,121
99,99
120,124
109,110
136.5,124
145.5,135
122.5,119
104,106
114.5,114
119,121
122,117
116,104
122.5,120
139.5,143
121.75,120
136.5,131
116.5,113
123.5,123
140.5,143
106,104
107,103
139.5,134
140.5,140
132.5,130
109.5,104
152,148
138,129
112,109
154,151
137.5,131
108,100
122.5,121
123.5,127
123.5,125
103.5,106
118.5,115
112.5,108
113.5,104
109,107
113,119
136.5,134
119,114
113,103
142.5,136
118,118
129.5,124
125,122
131.5,129
153.5,159
120,119
122.5,125
114,116
125.5,123
119,112.5
117.5,116
122,122
134,136
118.5,119
121,119
122.5,125
135.5,138
126.5,124
105.5,106
153.5,148
125.5,127
129,127
116.5,106
151.5,137
97.5,98
123,122
112.5,108
115.5,106
121,121
121,121
111.5,115
108,107.5
141.5,132
144,139
127.5,129
135,134
108,108
160,160
135.5,131
114,112
130,120
146.5,141
99.5,103
118.5,117
139,138
104,100
119.5,121
126.5,124
116.5,119
108,108
122.5,123
131.5,128
150,149
115.5,116
119,117
133.5,129
122.5,124
125.25,121
116.5,117
114,112
121.5,122
133,133
122,124
111.5,110
145,134
122.5,124
121,111
122,124
122,127
156.5,142
122,120
141.5,134
174.5,165
128,123
121.5,120
130.5,127
159.5,152
106.5,112
147.5,132
141.5,134
124,122
107,103
123.5,125
111.5,110
118.5,118
123.5,123
100.5,102
128,128
129,128
111,106
140.25,134
132,120
137.5,136
129.5,123
120.5,118
139.5,137
147,143
123,122
117.5,119
122.5,123
119.5,115
130,124
133.5,126
133.5,127
130.5,133
146.5,144
122.5,124
131.5,128
122,122
136.5,126
130.5,127
121.5,112
147,139
127,127
127,127
160.5,144
116.5,116
126.5,126
134.5,132
112.5,120
120,122
136,136
134.5,130
135.25,130
132.5,130
113.5,112
122,119
111.5,114
133,131
135,136
123.5,123
111,106
136.5,130
109.5,104
120.5,119
141.5,126
122,125
117,118
119,127
135.25,134
111.75,108
125,119
122,120
105.75,107
159.5,157
117.5,115
152.5,135
113,111
131.5,132.5
124,119
137,136
131.5,124
120.5,120
138,129
107,103
135,135
116,110
133,131
119.5,119
154.5,157
117.5,121
122,121
122.5,125
117,116
114,118
145,139
137.5,134
147.5,145
116.5,100
114.5,108
120.5,119
100.5,100
108.5,109
135.5,133
122.5,128
149.5,135
122.5,122
117,104
133,132
107,119
132.5,126
120,118
125,127
128,123
114.5,113.5
109.5,100
114.5,113
123.5,126
148.5,145
119.5,115
120.5,121
153.5,146
116.5,110
132,124
139.5,137
151.5,146
110.5,110
142.5,137
134.5,132
130.5,125
99.5,101
114.5,109
132.5,122
111.5,113
137.5,145
118.5,117
132,125
122.5,119
121.5,125
129,126
129,123
124.5,119
151.5,141
164,159
119,121
115.5,110
93.5,92.5
114.5,107
129,127
152,139
113.5,117
123,127
126,124
123,123
104,100
111.5,109
148,144
117.5,118
142.5,143
120,120
122,121
122,123
123,123
112.5,112.5
136.5,135
107.5,104
116.5,115
160.5,161
154,133
124,122
134.5,133
117.5,117
124,125
108.5,109
115,106
117.5,113
115.5,110
141.5,140
107.75,106
158.5,146
125,126
130.5,125
135.5,134
147.5,137
124.5,124
124,127
126,127
161,143
120.25,122
112.5,106
107.5,110
122,125
114.5,103
109,111
122,118
132.5,126
117.5,118
125,126
158.5,142
122,120
119.5,113
111.5,110
109.5,112
163.5,149
107.5,110
122,115
134,126
132,119
162,153
118,117
135.5,127
135.5,132
107,106
133,123
122,121
120.5,121
155.5,147
121.5,121
140,137
122.5,121
109,100
143.5,137
152.5,145
113.5,109
160.5,159
137.5,142
130,121
128.5,133
137,144
155,155
160,152
103,100
121.25,120
109.5,112
118.5,118
102.5,100
122.5,122
142.5,137
158.5,150
139.5,133
138.5,133
114.5,110
131.5,127
140.5,132
118,115
132.5,141
136.5,138
130,132
85.5,86
134,138
96,94
165,160
132.5,132
92.5,95
125,124
124.5,125
153.5,150
130,125
119.5,111
115.5,111.5
123,124
145.5,139
113.5,117
128.5,135
133,131
117,106
118.25,123
137,128
113.5,115
119.5,118
135.5,133
133,128
148.5,140
145,137
110.5,100
127,125
119,118
122.5,121
120.5,121
112.5,110
145.5,130
170,160
123.75,122
118,115
141,138
124,125
112,106
145.5,151
122.75,119
121.5,117.5
120,121
97.5,92.5
123.5,125
135.5,135
124.5,123
109,107
114.5,110
136.5,135
108.5,107
131.5,127
114.5,118
135.5,135
149,135
114.5,115
106.5,106
106.5,109
114.5,121
138,134
120.5,121
137,139
142.5,137
122.5,124
121,120
122,120
134,126
131,139
122.5,110
122.5,120
118,116
115.75,117
118,120
162,162
107.5,106
106.5,118
114.5,106
114.5,104
122,120
120,120
126.5,124
142.5,139
126.5,123
120.5,125
111,108
130.5,131
141.5,137
109.5,103
98,89
135.5,127
148.5,132
92.5,93
160,158
130,133
120.5,121
122,123
161.5,145
125,126
111,109
130,127
128.5,126
114.5,116
135.5,131
120.5,117
153.5,140
115.5,111
139,138
137,137
124,127
125,120
126.5,127
152.5,136
115,111
107,104
103,101
116.5,120
127.5,125
121.5,122.5
123,121
129.5,124
130,133
136.5,138
160.5,160
118,106
120.5,122
112.5,117.5
112.5,112
113.5,118
105.5,104
100.5,104
123,122
122.5,122
143.5,133
142.5,140
141.5,140
92.5,97
123,121
147.5,135
117.5,109
124.5,133
132.5,135
117.5,121
109,108
129,126
118,117
145.5,139
105,103
121,121
99.5,102
128.5,126
108,109
136.5,132
117.5,118
123,124
127.5,126
123,124
107,98
153.5,136
137,122
92.5,91
86,86
130,124
126.5,124
120,119
115.5,110
122,119
119,113
133,134
137,132
116,113
146.5,137
130,128
148.5,143
120.5,119
105.75,105
137,138
137.5,131
123.5,125
133,124
100.5,100
134,128
109,111
121.5,121
130.5,124
130.5,127
120,119
121.5,122
138,134
136.5,124
120,114
134.5,127
137.5,137
144,135
117.5,120
129,124
155.5,149
159.5,141
131.5,124
125.25,124
113.5,111
115.5,119
123,125
137.5,133
151.5,142
85.5,91
87.5,91
120,122
107.5,104
125,123
146.5,137
123,117
139.5,144
116,113
120,122
119,121
101.5,100
130.5,126
121.5,121
121.5,124
129,126
126,125
105.5,105
118.5,116
147.5,143
123,122
101,99
99,100
121.5,121
154,146
105.5,105
124.5,127
144.5,134
159,152
122.5,123
98,95
151.5,142
124,123
114.5,107
115,113
114,111
126.5,115
120.5,120
117,115
118.5,110
121.5,119
143.5,134
120,118
123.5,125
122.5,122
147.5,135
130.5,134
112.5,112
113,112
159.5,154
126.5,126
111.5,111
144,126
117.5,112
125.5,125
159,160
178.5,160
124,123
109,104
119.5,118
131.5,125
146.5,141
124,124
126,125
109.5,102
126,125
113.5,113
144,132
105.5,116
117,122
119.5,115
104,109
121,122
121,122
113.5,106
132.5,134
118,119
138.5,138
117,113
139,135
122.5,121
140,137
136,134
134,127
148,140
141.5,138
133.5,128
132,129
124.5,119
118.5,121
131.5,124
136.5,135
147.5,140
126,124
153.5,145
109.5,102
120.5,119
118,112
132.5,129
111.5,101
144,136
134.5,134
122.5,123
160.5,158
96.5,99
122.5,124
121,120
141.5,134
133.5,131
104,109
167.5,161
121.5,120
135.5,127
126,124
112.5,110
117.5,116
124.5,122
105.5,101
136,134
110.5,97
102.5,99
121.5,119
117.5,119
115.5,110
132,127
115,126
132.5,127
121.25,122
124,123
118.75,109
119.5,121
135,136
132.5,129
115.5,115
153,140
160,147
112.5,112
156,139
105,107
113.5,115
111.5,107
133.5,135
110,112
121,123
99.5,100
108,110
123.5,121
134,138
133.5,126
122.5,121
143.5,134
124.5,123
123,122
114.5,117
124.5,123
113,113
131.5,122
153.5,146
136,134
164,162
122.5,122
91.5,99
111,111
119.5,123
147.5,139
137,132
117.5,119
164,152
116.5,121
130.5,128
138.5,137
119,122
116.5,120
158,138
136.5,131
117.5,114
115.5,113
126.5,127
117.5,114
122,124
113.5,115
92.5,91.5
118,123
128,123
106.5,110
122.5,123
119.5,119
120.5,123
142,135
119.5,119
122,113
117,111
112,115
117,114
160.5,157
123.5,122
123,122
119.5,119
106.5,105
114,112
116.5,123
121.5,123
133.5,137
154.5,145
132.5,131
109,107
125.5,119
132.5,131
139,138
139.5,130
124,126
162,149
135.5,137
115.5,114
154,139
107.5,104
135,132
134.5,133
121,114
160.5,134
114.5,113
120,123
114.5,116
119.5,120
142.5,134
158.5,151
118.5,109
112.5,120
161,161
112,116
89,90
118,117
96,100
129,126
113,112
83.5,85
141.5,130
125,124
147,137
123,120
131.5,130
111.5,109
122.5,122
100,100
126.5,123
125,125
132.5,128
158.5,159
136.5,135
119,114
114.5,118
159.5,144
122,123
124,125
98.5,100
112.5,112.5
102.5,102
121.5,118
132.5,137
154,138
148,136
151,136
160.5,156
105.5,103
124.5,123
125,128
106.5,99
119,109
123,126
118,115
123.5,119
109.5,115
143.5,139
131.5,129
153.5,139
125.5,128
118.5,117
125.5,123
120.5,119
144,143
152,154
116,114
102,101
100,100
106.5,110
124.5,121
105.25,100
127.5,127
106.5,101
135.5,126
123,123
123,120
124.5,122
124,123
125.5,123
158.5,149
142.5,132
114,120
118,113
120,126
108.5,104
124,122
141,136
100.5,104
108.5,99
135,132
117.5,118
100,103
141.5,145
122.5,125
108.5,112
118,118
124.5,124
123,123
125,124
125,122
122,122
128.5,126
104,103
102.5,100
122.5,125
116,113
114.5,118
142,140
111.5,107
105.5,106
127,127
92.5,88
127,119
118,114
101.5,99
132.5,127
110.5,102
119,115
117,113
148.5,145
122,123
123.5,123
122.5,122
126.5,123
168,160
119.5,124
119.5,119
103,103
98,100
104.5,104
122.5,122
118.5,120
128,129
119,121
155.5,139
135.5,134
143.5,144
130,136
142.5,140
119,121
131.5,126
114.5,118
133.5,131
131,126
148.5,144
124,124
98.5,97
110,103
131.5,124
99.5,103
137.5,134
120,119
112,110
124.5,123
116,115
134.5,132
129,124
119.5,121
109,107
126,123
130,122
108,104
120.5,115
122.5,123
121,119
103.75,107
162,158
128.5,124
144,136
120,120
130,127
117.5,118
131,124
126.5,125
152,137
130.75,126
132.5,133
136.5,130
134,128
118.5,119
102,102
142.5,132.5
140.5,129
122,121
112,111
140.5,135
153.5,145
153,153
113,106
124.5,128
138,136
148,138
118.5,122
141.5,134
112.5,104
119.5,122
133,130
128.5,124
134,134
125,126
106.5,103
132.5,132
132.75,131
117,109
150,139
114.5,107
118,110
138,127
117.5,119
107,103
118,117
118,118
129.5,129
131.5,131
147.5,145
121.5,122
130,129
125,123
117.5,115
152.5,135
137,134
126,127
127.5,131
127,126
161.5,150
121.5,111
121.5,113
118.5,119
112.5,123
112.5,117
135,135
119,122
118,119
125,117
117.5,117
139,129
121.5,122
122,121
132.5,134
115.5,115
139,139
136,125
134,126
123,123
135,128
120,120
161.5,161
114.5,111
112.5,119
129.5,123
120,120
117.5,116
131,127
125,122
135,127
120.5,114
107.5,105
119,119
157.5,152
111.5,104
97,103
148.5,141
131.5,126
122,117
121,128
117,116
120.5,118
121.5,121
146.5,134
161.5,161
143,139
161.5,158
145.5,136
125,128
124.5,123
122,122
117,119
129.5,127
123.5,122
147.5,137
114,112.5
132.5,133
134.5,127
132.5,123
134.5,129
139,136
130.5,124
138.5,133
122,121
115.5,107
120,118
131.5,132
119,120
104,103
127.5,128
116,116
122,118
120.5,120
152,159
118,111
116.5,116
122,120
147.5,134
122,119
119,120
128.5,127
120.5,120
122,124
103,103
118.5,108
119.5,117
111.5,107
135.5,136
145,139
113,111
105,99
123,118
115.5,114
160.5,158
156.5,152
131.5,127
126.5,128
120.5,121
125,126
122.5,122
136,135
97.5,99
124,124
125,122
114,107
104.5,102
130.5,126
118.5,124
123,122
153,139
114.5,104
122,122
116,113
120,122
95.5,96
120,116
123,123
134.5,132
109,117
122,121
116,111.5
123.5,124
127,124
108.5,106
99.5,100
119.5,123
150.25,145
107,104
120,113
146.5,140
93,97
126.5,127
162.5,160
122.5,120
98,97
161.75,158
122,124
148,148
113.5,108
153.5,143
153.5,134
158.5,150
133.5,139
116,111
120.5,117
129.5,127
125.5,122
122,122
129,124
118,121
148.5,148
97.5,98
100,100
101.5,104
124,122
128.5,123
119,117
132.5,124
144,139
123,122
122.5,127
148,143
99.5,100
124,124
131.5,126
116.5,113
152.5,145
112.5,111
118.5,119
107.25,105
108.5,102
147.5,145
109.5,103
114.5,113
126.5,126
109.5,103
122,126
110.5,106
127.5,121
118,115
122,124
113.5,111
121.75,123
132,132
127,132
126,123
108.5,105.5
128,123
122,124
132.5,133
119.5,122
147,131
130,127
114,105
125,125
126.5,126
141,136
135,127
118.25,120
134,135
125.5,125
116.5,109
122,119
134,136
115.5,118
115.5,116
120,121
150.5,141
103,101
118,113
141.5,136
120.5,122
120.5,118
131.5,125
135,129
131.5,134
126.5,123
122,124
111.5,116
127.5,122
122.5,122
119,120
124,122
130.5,122
115,113
148,139
141.5,130
114.5,110
113,111
122.5,123
121,117
122.5,121
